user_id,item_id,rating
BDD328,01F8E6,1
8AC1DB,F44CF0,7
9EF338,82C009,15
8B448E,E30E7F,8
C54A2A,D9D6E0,9
B2E611,308DE6,4
790996,9056A3,9
C4C98F,3DCD1B,8
7A73F0,4BC7F1,15
EE0B63,CDD11F,4
FC1378,1B84AC,9
23AB9A,9A83E2,1
D11452,328EAF,9
8F6DEC,7D456C,8
679B46,34B9D6,1
64C253,0C7514,15
FC9F77,FFDB4B,4
EBB774,8FBFEF,4
C188BB,0466DD,5
774306,7AF252,3
5CEB72,906D99,6
A154A5,2B5177,2
A0B6A2,962E80,10
C188BB,78FEAC,7
841494,01E655,5
8F115E,9056A3,11
287135,917695,4
96ACAE,E1F195,4
8071D1,B23C42,6
4980D7,E1180A,8
50059D,3F950E,5
9C3A0D,8E2F41,9
0C3132,7D456C,7
CC0182,8FDF8F,6
DD6B4C,A0AC5F,4
C25793,FF53F4,2
AF31D6,53A68D,8
B8FD19,954956,7
679B46,BAAAEA,3
9EF338,97E60F,15
65883A,6E8CB0,4
C6A1FA,53A557,6
169321,C0B024,7
015476,9B432E,15
7BE3F3,5F2B4C,4
FE3C11,7DBBE3,9
015476,723094,15
4980D7,B23E70,8
5943FA,4C9FA0,1
4BAFC8,4CB0BE,9
2A24C8,5E6E5D,3
2A24C8,B97233,4
F72575,41066F,3
57476C,B7C463,7
1CBFFD,7A6458,1
C427E0,9B3B05,5
C02AAD,5BF753,4
F6ABD5,046678,7
148B86,2A2950,3
1E797C,07BBD7,4
567FED,54AD77,5
BC9420,117C95,4
046D0F,7F4BC7,6
77E36D,DCFA50,5
8F79A9,D9D6E0,8
B119EC,91CDE6,6
8897D7,E07E04,3
A1D74A,C0219D,2
A1D74A,A1DF9D,7
32F1FB,48A3FB,7
B212F6,0ABC0E,5
8071D1,A29A63,4
516868,678A79,15
5DD0C2,BE0A90,7
C02AAD,2D2537,5
BF8F17,8D5903,15
64C253,945208,15
32E092,962E80,11
A154A5,373217,4
F7D8F7,F44CF0,7
D9E5E0,25F372,4
22E0E5,856276,12
7B9B17,90EC84,3
D2FB74,A7263D,5
0AE681,8BABE9,1
3ACE0C,EAE965,6
5E4FAA,4C9FA0,9
4980D7,62ABFC,5
3DD720,3D53E2,9
486EF4,F9A7E2,5
79C62F,7E5E9C,9
318C21,E21DE4,5
6B797B,77511E,7
570927,47D783,8
9AA043,764F8C,2
A66F11,F5BA9F,6
E1F9E4,6CDDE5,5
01D7EA,5DC14E,5
516868,2070DF,15
841494,D77FDF,6
A845B3,E795EF,9
E2CDAF,47D783,10
6404D9,89C7ED,4
61EB77,B77E72,6
4424DA,4654C1,7
AD2F4E,AA1692,5
DE6268,5F65E2,10
99DDA4,084789,3
560A97,7E84F1,7
CFC1DD,F225EF,5
C02AAD,046678,3
4A9680,5FBCC1,8
8AFCC9,041275,1
260FC5,2A2950,5
3DF472,DCCB85,4
D953C8,C34B5F,4
CE7A36,4DE52E,5
24DF0E,3AE849,4
53F0F9,962DB3,4
1DD827,B86419,10
D923FB,A5DF0A,5
BAE8DE,1C936A,5
410CF5,A7C204,10
E3B32A,3C1DA2,8
C02AAD,E455CA,3
EA733F,6E30F8,7
E70A15,FFDB4B,6
BAC3B5,1D734A,5
74831C,9AB3C4,8
429526,5DC14E,4
46D767,1C9EE5,5
6404D9,F99170,8
BBDB0B,E2EE62,1
65883A,6AD944,4
E77246,940A7E,6
148CB6,9B3DFA,5
8F79A9,C34B5F,6
7B12D5,3D14BF,7
07D1C3,2610E1,4
C188BB,F82F64,6
046D0F,AB35E7,6
1F6DAD,7A59C4,3
9C3A0D,F89A64,10
61EB77,AA8D50,3
7FE9D4,8E2042,4
7FE381,6AD944,1
8F115E,512C7A,7
BF8F17,A1235B,15
FFFD8D,A7D45B,7
7A0AB7,328EAF,6
DEFD83,A62E36,7
3DF472,1010FA,1
4980D7,B270FB,1
BF8F17,CCF4A9,15
1DD827,04C558,6
79C62F,F552A0,8
EF01AF,266FDF,4
A893EC,97F85E,1
7A73F0,553CA9,15
14440C,7F4BC7,5
FC9F77,A0E503,10
A154A5,E967C7,3
127D8F,EE4ED8,8
099913,6AD944,3
32593B,D3B395,6
AD6982,004A0F,5
516868,8ED84D,15
429E3D,48A3FB,4
968571,87584A,5
905B39,A5C473,7
61C34E,487A43,5
93FA6D,0466DD,2
A1D74A,7A59C4,4
29967D,0540EB,5
11ACCD,A6349D,3
4A9680,65862D,9
B375DB,424804,6
3A2A87,0CF36F,3
3C45B9,430E15,1
7B9B17,D0E38C,13
607D80,31F8E4,8
64C253,4662D7,15
98CD55,1387AC,5
607D80,2A2950,5
72085C,9B5408,5
D2A702,A7E29A,5
B98A15,766DAA,4
CB26F1,AC7DA2,3
1868DF,8D5903,7
A7475C,763D57,4
9EF338,CD564C,15
DD6B4C,4ACD05,7
39A894,B029E8,7
9AF1D1,EBB15D,11
61EB77,80A834,5
1634F7,3C1DA2,1
89B0E2,6C32C6,2
6465B3,2D72DF,1
94B855,0ABC0E,4
4980D7,111CE2,8
513097,5FBCC1,6
737508,911673,2
05AF09,C1FCEA,4
8F79A9,93F0A2,8
A154A5,9B5408,3
C4E990,D77FDF,6
D145BC,F8D8B5,5
D923FB,B962F6,10
905B39,BC0C50,5
A6F9C0,EE4ED8,5
AD6982,A5C473,8
CFC1DD,A7263D,5
53F0F9,51BD1F,4
B98A15,F661FF,5
3E8C19,0C7514,9
01500D,8E2F41,8
64C253,4C6126,15
EA98BF,6C4383,4
8F79A9,750F04,4
718989,44453F,4
EBD5E2,0466DD,3
83A551,E967C7,7
6B797B,01C6ED,6
6D33BC,F3CA01,5
53F0F9,1F1ECD,5
08B44A,9599D3,8
C02AAD,BC0C50,2
61C34E,A2FC9A,5
DD0711,31F8EF,8
600714,BEFC66,4
607D80,175CEB,4
77E36D,962E80,7
DCA602,C0FC93,5
7FE9D4,EC13A3,5
9F623F,FBA77D,6
2A24C8,4DE52E,4
C4E990,FAEDD2,4
C9D51D,E40540,5
A8D6B8,B86419,10
14440C,43688C,10
6342FC,C0F283,4
83A551,AC20A7,7
DE6268,1D2C99,5
905B39,6C6785,7
2A24C8,6FE80A,5
3D735D,EFE83C,8
099913,8D5903,5
6B811E,B74217,5
18968C,D40F6D,6
18FB65,858D7D,3
F8B59C,4A576F,5
D68807,4A4552,5
3B4EF2,E1E64D,5
65883A,084789,9
0CE2D1,1C07D1,2
3DF472,D3B395,5
A7475C,5A37F9,8
6B797B,EE4ED8,8
C3A113,C2D767,5
4F01F4,686271,5
261CA4,E2598B,5
E4E7CB,AC20A7,9
93FA6D,9BD8B5,2
7399A0,1B0C9B,3
74831C,59FAF8,5
50DABB,5B4213,6
13915B,41B47C,2
EF01AF,4662D7,6
40904C,D77103,9
41148E,FAB996,3
A7475C,5E90F8,5
0DFEF3,623492,7
BAE8DE,12DFDB,9
7B9B17,F8B8F6,6
A7AB69,2B7F2C,1
6A9142,A7D45B,13
5CEB72,1B0C9B,3
0C1A1E,2E5F1A,8
B8FD19,D40776,4
88D401,2878A8,2
52D9FF,B18999,6
B375DB,87AA0A,10
148B86,9E32B9,5
52D9FF,D3B395,12
57476C,85FD76,6
E77411,7381D7,5
77E36D,FEC90B,8
DE34CE,ED2DB2,6
968571,86AC47,7
41A215,1350E4,4
811367,97310E,7
6404D9,3FC45C,3
50059D,3874EC,4
4424DA,F618B0,7
13915B,50A7C7,5
8897D7,9AB3C4,5
73EF9C,1565CF,6
13915B,9F24F2,5
BDAA93,7C158A,3
11ACCD,F89A64,6
BC9420,31F8E4,6
D4289B,16EB43,9
FB91A2,D75A98,10
9EF338,6BCC3B,15
0596E4,858D7D,7
DD6B4C,E967C7,5
A66F11,AC8FAC,7
65883A,6C6785,6
0B5B39,C34B5F,4
968571,C0FC93,5
3C45B9,028EBE,1
429E3D,EE4ED8,4
40C657,8D5903,6
68F0A1,3D14BF,7
5CEB72,2F5CE5,7
CCA9D8,43AC7C,3
B2E611,943285,2
11ACCD,584701,3
8FBC11,D81198,1
1DD827,4B5888,7
8FBC11,686271,4
A19F4D,471A44,1
763367,567433,6
EE0B63,EE4ED8,8
009A88,090E72,8
C25793,3DCD1B,4
77E36D,031F00,4
C02AAD,1E6BF9,4
6B9D4C,378132,11
841494,487A43,3
9EF338,AA3DF1,15
8F6DEC,7AF252,4
E96D35,E2BDAD,6
2EB7B3,485E1B,8
055A9E,CA7B04,7
320DCE,E1180A,6
4439CF,91CDE6,5
C25793,496BA5,7
BF8F17,BEFC66,15
763367,31F8EF,5
A19F4D,0E5897,1
BFB1C3,3874EC,1
FFFD8D,750F04,3
410CF5,5725DB,4
DE8E94,EA88CA,6
6B811E,3D53E2,5
08B79B,4AF18A,8
0B5B39,45E403,6
61EB77,1FA901,4
725FE2,04C558,7
88D401,940A7E,1
F7F493,2621CB,2
5943FA,031F00,1
CB26F1,B86419,6
6D33BC,19638C,1
74831C,5A7AE4,5
9AB02E,B74217,11
3DF472,A8637F,5
0DFEF3,70D6E0,6
2E4EC0,A98D40,8
4304B9,0ABC0E,4
737508,8F68F3,5
905B39,31F8EF,3
57476C,7381D7,4
AD6982,97ECFB,5
99DDA4,BD466A,5
F14243,01C6ED,5
38A44E,82C009,6
38A44E,111CE2,8
E6D2C1,11881C,13
BBDB0B,975774,5
513097,A35B8F,9
E70A15,60AE38,8
EC1A55,3D14BF,6
7FE9D4,2D692E,4
D9CB76,A53A3A,5
65883A,8E2F41,7
15B14B,9BD8B5,4
39E1E3,084BF6,7
8AFCC9,084BF6,8
63D50A,962DB3,6
50DABB,9E32B9,3
63D50A,3DC172,5
D9CB76,003161,7
32E092,AC8FAC,5
8071D1,F0967F,7
32E092,01F8E6,5
07E18B,59624A,6
FFFD8D,F1E52C,5
C427E0,4662D7,3
54AEC0,B77E72,9
429E3D,DE4273,4
FB8948,A7D45B,10
4304B9,840902,7
08B44A,1D2C99,5
FA8E8F,560305,6
BA290A,B02D4E,7
8071D1,7381D7,5
4424DA,48A3FB,7
EB9C47,B6647B,15
77E36D,584701,5
F52D4A,BFC746,3
015476,E8C12B,15
3DD720,E6A45F,4
FFFD8D,D9D6E0,4
EBB774,A017A8,4
ACD6AB,97ECFB,9
410CF5,60AE38,10
429E3D,F7C9A3,3
64C253,C66111,15
77E36D,FE4DAD,7
221AB6,F44CF0,6
CC0182,E3BB96,4
6B8777,1F1ECD,5
800596,B0D798,6
EBD5E2,ADD17E,5
FB8948,EA4BBE,10
C188BB,987116,8
3477FD,428304,8
D953C8,EC13A3,9
A1D74A,D0D0F6,6
BAE8DE,DD81C3,8
D923FB,6D8D1F,3
6B9D4C,248973,3
F5DA7E,B7D5DA,3
B2E611,5CF748,3
2E4EC0,6AB9E3,8
C4C98F,97310E,8
513097,36EBCD,5
A154A5,AC7DA2,2
DD49B1,6C6785,7
4424DA,627E42,10
169321,3277BB,4
64C253,111CE2,15
EAB8A3,800613,6
260FC5,2E5F1A,8
50DABB,D3B395,5
4DBC9C,AF80AB,8
B293EF,B2EF06,3
606132,CD564C,10
5943FA,E5895C,2
5CEB72,DCCB85,3
29967D,2C3783,6
C6A1FA,8ACF1F,7
F7F493,16E215,8
53F0F9,BD466A,5
D76D81,41066F,3
B375DB,0A0D4F,5
318C21,771F9A,7
C8C99B,B614E4,8
EC1A55,16EB43,8
E76204,6D786E,3
0C1A1E,9B5408,8
D2A702,AA1692,4
68F0A1,57AD8B,8
7A0AB7,0598B4,6
905E3D,A0AC5F,4
F3469B,4A4552,6
E70A15,F2DE45,2
72BAE1,A2FC9A,8
816773,9FCAD1,1
AD6982,A6613B,3
D9A273,E331B5,4
C6A1FA,F33BF8,2
E3B32A,9BD8B5,4
800596,93F0A2,5
675587,60AE38,10
23AB9A,B10AF2,7
A0B6A2,6E30F8,6
5E4FAA,01F8E6,7
8897D7,111CE2,6
402384,CC1F7E,1
B212F6,084BF6,10
64C253,5267D4,15
A0B6A2,29B140,0
4424DA,E795EF,12
87644A,9599D3,13
074565,03B48D,5
527572,C34B5F,3
DF4E93,0598B4,7
8897D7,496BA5,6
AFAC69,01C6ED,4
05AF09,26C3DD,8
EB9C47,1387AC,15
08B44A,79B9DB,9
5F0317,790EBE,6
11ACCD,B18599,4
A0B6A2,B33A6A,11
72085C,6AD944,5
900328,FCCA0D,6
8071D1,8A2F60,5
4439CF,39AE24,7
EA98BF,92A3CD,3
905B39,7E84F1,6
8071D1,1B52B5,8
D4289B,67609D,6
5DB727,BF9CB3,10
CB26F1,D360B4,5
5CEB72,2D692E,5
D756E9,2E0E59,11
C188BB,B78E0C,1
83A551,109E21,5
287135,4A4CEA,4
ACD6AB,093298,13
6B9D4C,9542A1,11
5785FB,C0043D,6
BA290A,84C342,8
39A894,D0D6B9,9
AE75A3,697948,0
F72575,6D8D1F,6
790996,A638B6,3
96ACAE,69D6A4,8
D7F746,E31FC8,6
3C9DB0,889293,3
560A97,8A1E1F,5
83A551,3874EC,7
4E5440,88B2C5,4
C8C99B,1A8CEA,9
4439CF,7A6458,7
EC1A55,957DAE,7
8F115E,F1E52C,6
A4C136,8ED5CB,3
790996,658BB4,4
C5AF05,A638B6,4
287135,12DFDB,8
51BA68,B4EAB1,6
93042A,424804,9
72085C,DFA2D2,2
24DF0E,F9A7E2,8
737508,A88DB6,5
C4E15F,5E6E5D,5
2E4EC0,8992AE,9
9505F5,52B046,8
64C253,595796,15
1AE114,F33BF8,2
11ACCD,9B432E,2
77E36D,8280A0,8
570927,B7D5DA,9
6A9142,1010FA,6
8F115E,DF98BE,1
BAE8DE,191BDC,12
B98A15,D0D6B9,12
261CA4,8B0A59,4
0DFEF3,FEC90B,5
7BF1EE,8280A0,5
A7475C,57C9DE,7
4304B9,42D4C0,0
01500D,60AE38,5
0D3F4F,658BB4,0
63D50A,26C3DD,11
4B6294,76EB5A,4
0DFEF3,F8D8B5,5
68F0A1,87AA0A,10
EB9C47,D82BF7,15
C25793,954956,6
4439CF,8280A0,10
8B448E,B2D538,8
23AB9A,E1E64D,9
7F0E02,03B48D,7
693A06,01E655,0
E96D35,E689FE,7
E4E7CB,DF908C,6
6B0935,2F4BD5,7
3B07F7,19638C,4
F8EB3C,723094,5
50DABB,619FA2,5
BA7D3C,6E8CB0,0
086E56,D5A245,8
D2A702,C0F283,4
718989,80A834,2
72085C,57AD8B,4
D81FED,845E89,7
C5AF05,BD466A,4
7B12D5,E21DE4,8
C8C99B,F9A7E2,8
64C253,3FC45C,15
40904C,686271,11
516868,74A732,15
9AA043,E673EA,5
D953C8,5F2B4C,5
FC9F77,D9D6E0,5
287135,845E89,7
93DC9D,764F8C,2
015476,4662D7,15
14440C,36EBCD,5
EB9C47,AC20A7,15
4424DA,3C2925,9
287135,EC13A3,12
148CB6,911673,7
566344,2BEBEE,12
763367,EC13A3,9
24BACD,C009A8,8
55AFC6,943285,5
DE34CE,8F68F3,9
7A3381,BA8035,8
AD2F4E,5FBCC1,6
C4E990,16EB43,7
F20F5F,567433,8
D11452,2070DF,6
304E15,BCE539,5
9AB02E,FF53F4,5
8EE687,0CF36F,7
5661F2,CE4019,7
375A33,94C1B3,4
261CA4,A9AFB8,9
169321,60DD35,4
5DB727,06B41E,3
61EB77,148A77,4
4304B9,12D9F2,3
57476C,4C6126,3
9AE86F,954956,10
D145BC,8BABE9,4
A7475C,65862D,8
E04BE8,8B2710,6
7D0127,C5637D,5
320DCE,BD466A,5
4A9680,C009A8,9
74831C,C702EF,8
7A3381,856276,7
388F1F,EA4BBE,2
8F115E,536C37,9
905E3D,084789,7
C188BB,E673EA,7
F8B59C,D3B395,4
FC9F77,07BBD7,6
169321,CDE71B,12
A0B6A2,F0F51A,6
FC1378,7DBBE3,9
4DCFAB,15C0B2,4
EB9C47,12B649,15
E3B32A,080392,3
64C253,10FD03,15
08B44A,D6985F,3
A0B6A2,0CFD3F,3
61C34E,856D03,4
046D0F,28FE21,6
C02AAD,F9A7E2,5
83A551,9056A3,5
A0B6A2,938643,4
39A894,1350E4,5
905B39,4B4A91,5
8F115E,911673,7
5785FB,63E88A,3
402384,B86419,10
EC36E4,4A4CEA,4
516868,3277BB,15
3A2BDE,080392,3
D953C8,5460D4,12
FFBBF4,FE4DAD,10
FC1378,31F1CF,7
23AB9A,E8D861,11
D923FB,54FB9E,6
68F0A1,9056A3,5
074565,F2D948,5
61C34E,52B3D7,5
07D1C3,56729E,8
D11452,2B7F2C,3
099913,B0E3EC,2
718989,634D5E,4
33370F,F618B0,4
261CA4,943285,4
D953C8,54FB9E,8
DEFD83,CCF4A9,3
BD17B6,1D2EF8,9
F72575,2B664C,5
127D8F,8BABE9,4
C8C99B,9AB3C4,9
89B0E2,FAEDD2,3
763367,8A2F60,6
D11452,F9A7E2,7
14440C,A38A4A,10
7BE3F3,4A1E04,6
917849,0BDE24,10
9AE86F,C1FCEA,5
1A3590,65862D,8
D9CB76,085131,5
7A73F0,E1F195,15
4A9680,917695,4
C3BE12,154140,0
EB9C47,909BA4,15
6A9142,A5C473,9
570927,C66111,7
D11452,6D7A0C,7
304E15,1835F7,5
DD0711,758F5D,6
83A551,FC91BC,4
7A73F0,B610F5,15
ABCB13,2EDFC4,6
4376A9,97ECFB,8
9505F5,957DAE,10
E4E7CB,43C9DB,6
CFC1DD,31F8EF,5
074565,6D6306,5
564444,FCCA0D,8
1AE114,5CF748,7
6B811E,B65EA0,3
D2E5E8,8280A0,7
D923FB,7E5E9C,5
046D0F,8A6067,4
61C34E,FE4DAD,10
52D9FF,75C87B,5
39E1E3,9A459F,3
63D50A,0C7514,8
A1D74A,6ACA1D,4
EC1A55,975774,5
0CE2D1,560305,4
A8D6B8,346704,7
E77246,F8B8F6,5
D923FB,1350E4,5
57476C,BAAAEA,4
2E26D5,150FE7,10
9AE86F,D77FDF,6
FE3C11,7F4BC7,6
1868DF,6AD944,4
DE8E94,8BABE9,4
AFAC69,84C342,9
01500D,FD2161,2
6B797B,2CBC86,10
3DD720,01C6ED,5
47C969,D59395,5
46D767,8C250F,10
C4C98F,14E4FD,6
570927,150FE7,8
99DDA4,99F7B0,6
763367,93F0A2,8
564444,9BD8B5,5
F7F493,167F89,4
6B811E,40CA87,4
07E18B,109E21,7
6B9D4C,4DE788,6
1F6DAD,FD2161,6
8AFCC9,C449C5,4
6B811E,A7C204,4
F72575,1350E4,6
737508,E33534,3
1868DF,47D783,7
BDAA93,986704,4
5943FA,4A4CEA,1
221AB6,671079,2
89B0E2,266FDF,2
F20F5F,8D5903,10
13915B,DD81C3,3
11F9E7,C60ED4,2
8FBC11,766DAA,4
11F9E7,B6A5D7,3
F20F5F,12D9F2,4
5785FB,FD2161,5
6404D9,5BF6EE,6
B9930E,1E6BF9,8
B98A15,AF80AB,7
0CE2D1,A29A63,3
46D767,51BD1F,7
C3BE12,7381D7,5
64C253,BC0C50,15
39FAF6,5F2B4C,4
AD2F4E,B962F6,6
074565,2B664C,5
68F0A1,B10AF2,10
B98A15,1ED4D4,12
046D0F,53A557,8
BA290A,50F52F,6
57476C,373217,9
8071D1,2D032E,9
B9930E,33C89E,10
55AFC6,48A3FB,8
D2A702,9F4C0A,4
7BE3F3,634D5E,5
ACD6AB,F5BA9F,8
08A26D,A9E01A,5
3C7806,36EBCD,4
2885A0,7CD95F,5
AFAC69,B06165,5
1E797C,FBA77D,4
318C21,6050DF,7
D793AB,F8D8B5,8
304E15,8D5903,5
3D735D,6B3FD4,11
53F0F9,05CD12,8
33370F,911673,4
718989,BFC746,2
8C85BE,BCE539,7
39FAF6,FCC379,9
CC0182,4A1E04,8
527572,CDD11F,6
D953C8,F5BA9F,4
537FCD,856D03,5
287135,67609D,8
4980D7,975774,5
32F1FB,E07E04,5
8F6DEC,3277BB,7
ACD6AB,B2D538,9
FC9F77,B962F6,7
7FE9D4,370812,4
3C7806,11881C,5
24DF0E,EA4BBE,10
39FAF6,E40540,8
29967D,F661FF,7
EF01AF,AC7DA2,4
38A44E,7381D7,5
9F623F,B06165,7
3B07F7,0478A8,6
EB9C47,4E8FDC,15
14440C,F2D948,7
1AE114,A70C4A,5
93042A,C9EACE,5
3A2A87,DE0882,4
11F9E7,67609D,6
8FBC11,169E81,4
50059D,1FA901,3
099913,B23C42,4
D2A702,C66111,4
AF31D6,487A43,4
7BE3F3,4662D7,3
11F9E7,0478A8,2
DD6B4C,D0E38C,9
D68807,C9EACE,6
516868,54FB9E,15
11ACCD,43C9DB,6
513097,1F1ECD,8
BAAFCA,ED2722,1
3C9DB0,2F5CE5,6
679B46,6EB65C,4
4980D7,78FEAC,10
527572,109E21,4
905E3D,01E655,2
F9AA53,5D05D4,1
570927,F618B0,9
F7F493,C0245E,7
D68807,E967C7,5
2E26D5,F552A0,7
0C3132,FC8052,6
6A9142,031F00,4
C6A1FA,266FDF,3
D4289B,987116,6
64C253,511E37,15
F5DA7E,9BD8B5,2
CE7A36,4C6126,2
11ACCD,4E4499,3
74831C,167DD2,7
79C62F,109E21,8
AD6982,ADD17E,4
54AEC0,B86F23,3
39E1E3,DD81C3,8
3E8C19,95121B,5
BDAA93,D0D6B9,8
074565,01E655,6
DF7F67,57AD8B,3
A7475C,8814F7,7
5943FA,78FEAC,4
39FAF6,4A576F,8
5661F2,01C6ED,5
C4E15F,16FE76,5
DCA602,D8BDC9,6
18968C,80A834,4
40904C,A81871,8
72BAE1,F1E52C,11
4DCFAB,CE0A2A,7
410CF5,975774,7
C9D51D,E21DE4,6
BEC709,D77FDF,5
6B797B,97E60F,11
01D7EA,DC2240,10
A845B3,906D99,7
F52D4A,7AF252,3
7D0127,5BF6EE,6
790996,957DAE,7
5943FA,A638B6,1
C6C7B6,7E84F1,3
9EF338,3D1CFF,15
607D80,AF80AB,7
72085C,EA88CA,5
E77411,266FDF,5
5E4FAA,090E72,8
490A2C,8E2F41,5
13915B,B65EA0,7
3B07F7,C0F283,5
304E15,0540EB,4
3A2BDE,F89A64,4
304E15,6274DD,3
C4C98F,8F68F3,8
F6ABD5,918E68,5
F5DA7E,20428C,5
CB26F1,BC0C50,4
D81FED,44E908,5
905E3D,1A8CEA,8
C2197D,E1180A,15
D9E5E0,E331B5,2
7FE9D4,45A3EE,3
FC9F77,B6A5D7,5
EB9C47,726E0F,15
6A9142,D0D6B9,9
3B07F7,938643,5
0CE2D1,32AC64,1
11D194,183864,6
DD49B1,9B1740,5
C188BB,BD466A,4
DE344C,7381D7,8
7B9B17,962DB3,6
68F0A1,8E2042,11
260FC5,E967C7,5
BAFD61,003161,1
68F0A1,FFDB4B,7
18FB65,8BABE9,4
4DCFAB,4662D7,3
570927,602380,7
EC1A55,D77103,5
C3BE12,67609D,7
83A551,686271,7
221AB6,FFDB4B,3
74831C,7C2CE7,5
702A9D,D90E9F,7
560A97,248973,3
3A2A87,0D3DE6,7
800596,C67899,8
A4C136,FC8052,4
6D33BC,8D5903,5
7BE3F3,BA8035,6
9EF338,E33534,15
29967D,4C9FA0,5
074565,F2DE45,1
8C05D8,19638C,5
C6C7B6,F8A5E2,1
3B07F7,C0B024,4
EC36E4,11881C,6
8F115E,987116,9
D0FD1B,1B84AC,6
737508,A81871,4
516868,FCC379,15
72085C,B6A5D7,4
5B6947,AFA01C,6
40904C,6D6306,9
FE3C11,595796,10
33370F,F28B3C,7
87644A,5E90F8,5
D793AB,1ED4D4,8
9C3A0D,6B3FD4,6
3B2DBC,EC13A3,7
50059D,B97233,6
ACD6AB,AC8FAC,6
C2197D,098756,15
FE4473,917695,6
169321,2610E1,4
318C21,28560C,5
7A3381,76D4F7,7
D9A273,F89A64,9
EAB8A3,C4A229,2
FC9F77,8B0A59,4
40C657,AF8474,8
7951FE,0B46AD,0
4DCFAB,F8D8B5,6
9AA043,A1DF9D,11
18FB65,A2B1EC,6
9285D5,2621CB,1
AD2F4E,4A4552,4
4376A9,7381D7,4
3DF472,ACEF30,3
737508,43AC7C,3
F7D8F7,91B1C9,6
169321,584701,5
304E15,FCC379,5
C6A1FA,9BD8B5,4
537FCD,80D4E5,5
A1D74A,01245C,6
0596E4,476B62,4
39FAF6,366942,1
01500D,B81853,4
1868DF,117C95,5
570927,5F41D5,8
570927,2621CB,4
FE3C11,BAAAEA,8
CB26F1,761ECA,3
0CE2D1,4A4CEA,4
C5AF05,2070DF,7
679B46,90DD9E,3
513097,BA8035,6
DE34CE,43AC7C,8
5CEB72,C34B5F,3
7B9B17,BD466A,7
A154A5,C2D767,2
89B0E2,869117,1
51BA68,C5637D,6
2E26D5,60AE38,11
737508,1350E4,2
4A9680,117C95,5
6B9D4C,7BE6AD,5
527572,B610F5,9
7A3381,51BD1F,8
A7475C,F04883,5
811367,FC8052,5
51BA68,859C0A,4
5DB727,B10AF2,5
DD6B4C,F661FF,4
C4E990,0B46AD,4
9505F5,CDD11F,5
5DD0C2,D995FD,8
046D0F,B029E8,5
015476,D9D7E7,15
287135,1ED4D4,12
BEC709,C0F283,5
FB8948,7AF252,5
046D0F,44453F,9
29967D,4A576F,4
23AB9A,FF9E65,6
EBD5E2,FC8052,4
E77246,A017A8,5
D145BC,5A37F9,5
C02AAD,B02D4E,7
C25793,567433,4
57476C,726E0F,4
0DFEF3,A98D40,6
EAB8A3,954956,8
DCA602,4D49D0,10
F3469B,52B3D7,7
A7475C,1835F7,10
B2E611,51BD1F,3
23AB9A,A98D40,9
3C7806,9E32B9,4
79C62F,28CC90,8
DF4E93,B2D538,7
3B2DBC,9F167D,4
F8B59C,6BB250,3
6B0935,F36BB1,5
64C253,81EA60,15
537FCD,8B0A59,5
D9E5E0,DFFF80,2
74831C,15C0B2,6
CB26F1,45DB4F,2
11D194,FCCA0D,5
8EE687,BCE539,8
D2A702,91CDE6,4
537FCD,1350E4,5
900328,8F822F,10
14440C,60AE38,9
57476C,1350E4,5
EF01AF,2621CB,3
4980D7,4D49D0,8
D9A273,DCCB85,6
11D194,FCCA0D,4
737508,46AA73,4
8F6DEC,B81853,6
D953C8,9AB3C4,6
DF7F67,56E00C,3
7D0127,4F46C1,5
C4E990,43688C,5
3ACE0C,602380,4
968571,8A1E1F,4
F52D4A,45A3EE,5
C5AF05,AC8FAC,5
05AF09,686D47,1
BA7D3C,320F68,2
7F0E02,C15F5D,7
EF01AF,2C3783,5
C9D51D,DD81C3,5
A1D74A,A0AC5F,3
77E36D,73F69B,8
304E15,5FBCC1,5
C6A1FA,ED2DB2,6
6D33BC,760CC8,3
5943FA,845E89,4
C6A1FA,94C1B3,5
607D80,F92786,4
D145BC,B650FD,4
7A0AB7,BB4F07,3
900328,07936C,8
B375DB,1C936A,4
AFAC69,F28B3C,9
903AD3,248973,4
11ACCD,B97233,7
CDBBAA,9EF509,8
C6A1FA,D77FDF,7
93FA6D,E31FC8,6
8C05D8,E31FC8,7
841494,D75A98,6
C6A1FA,3ED5B4,7
C5AF05,FAB996,9
61EB77,0E85DF,10
61C34E,943285,3
50059D,943285,4
3ACE0C,98D6A7,4
015476,5CF748,15
EC1A55,B962F6,6
CB26F1,E673EA,6
323F3E,67848A,3
5CEB72,B6647B,5
F6ABD5,F12F51,11
D13FE9,8B0A59,3
570927,4C6126,4
FC1378,E3BB96,6
3D735D,FE2BB4,9
4DBC9C,681D05,9
53F0F9,32EF85,3
800596,A9E01A,6
A4C136,BD466A,3
046D0F,A5C473,8
72085C,B6647B,6
790996,6ACA1D,5
1E797C,16FE76,3
304E15,9599D3,6
3A2A87,99F7B0,6
2A24C8,B87871,5
046D0F,8ED84D,7
DD0711,2621CB,5
72085C,954956,8
61C34E,E163CF,5
EC1A55,74A732,5
F3469B,75C493,4
CDBBAA,3C2925,6
1C75F8,0E77BD,6
E96D35,C702EF,10
71D143,53A557,9
800596,5267D4,6
A8D6B8,604A4B,8
29967D,B4EAB1,7
320DCE,084BF6,5
DF4E93,940A7E,6
D9A273,BE0A90,6
D953C8,B62E9F,5
