UserId,V1,V2,V3,V4
8E3B3D,,6068,1477,330
58B60B,3.6332816062713613,308,938,316
1A0DA2,,8195,1630,300
2955EF,2.9441729858745047,3778,159,115
9A7AC0,,1678,1422,330
B52A6C,,8068,511,330
985B91,3.596054284584465,4520,1521,22
7B38DD,3.1427281443164676,5003,1422,330
146E51,,3635,1555,330
DDA482,,755,938,121
F9E654,3.870189230945372,5443,1251,290
5760A0,2.9910852724157335,4300,816,290
66C97D,2.8895894190036326,582,296,290
FC2F85,3.9602977724336825,7932,1521,22
E2866A,,4197,262,330
2CD86C,,7312,1147,154
86AAC8,,1492,977,330
3E76E0,,1736,650,0
90F1F7,3.3574405815593837,4740,1187,56
8D18A6,,6298,262,330
89B25C,3.098812052161552,865,109,290
4363B6,3.3520504474769246,582,296,290
F60EE5,3.258118283791519,582,296,290
E2A737,3.5875248923145895,2035,1022,121
11C9A8,3.995544062842958,5469,1112,246
065BE9,4.635412516637589,2725,510,300
47428F,3.3045280850311722,6992,70,115
677031,3.8145903517089463,459,1422,330
41E0D8,,8188,938,300
A239D1,,154,55,8
3CB9B1,3.43817214416543,4269,938,115
007AA2,3.5179390297369895,582,296,290
D32467,3.580964267294598,3326,443,290
FA0785,4.276500497456393,6583,1079,56
6418D4,,7283,450,196
E53FC0,3.7867011672823128,3894,355,330
B0AFA0,3.6362272778164284,4197,262,330
3E8333,,4739,938,115
A5CAEF,3.890071824241864,2472,650,154
5C059D,2.7029630196603653,4269,1219,115
32C3FB,,5531,788,154
EC7651,,738,788,154
9FC92E,2.8623685126713174,3730,1455,316
490D3A,,4640,890,330
5EA5F0,3.6933705621703896,4651,1061,22
081EF1,2.7225341086532264,7504,1493,290
9231E4,3.753786321979516,6115,755,154
35BF6F,,7571,938,154
79D318,3.6888070546864253,1712,938,86
5D94F2,3.8934645099187586,6462,319,325
5C30A5,,4611,788,154
974667,3.473164940502475,6326,262,330
99A209,3.1193506784417457,195,1555,290
CE6AD7,4.24867895925775,6067,262,330
ED4F7E,3.6166381168755004,2018,1603,325
85EEDE,3.9183255993830386,113,867,330
C724CC,3.916054237460198,5652,1030,330
9B0CA8,,1209,439,325
6DD078,3.005879842761486,6634,1441,154
C83523,,6785,867,330
57BC40,,279,1006,222
FF78CD,3.652297731981494,279,1006,222
DEFC60,,7807,977,330
1EE91B,3.231510277310953,7509,1494,290
211C8A,,5004,1072,330
334688,,4842,1555,330
EB78C9,3.0483505982106176,4885,927,196
2707CD,3.0460365022894256,4885,927,196
BA5873,,674,180,69
83947A,3.6133872563014964,6115,755,154
9C35BD,4.087024504043711,3963,172,121
678658,,2616,57,56
FEC218,,3840,57,56
900191,,1191,57,56
05C2C9,,1191,57,56
2E8937,3.488782156986085,2590,134,121
7DD4DE,3.862358412839121,6022,233,56
472F70,4.229044921266723,5546,894,330
227524,,2199,57,56
E26603,3.5367286683583643,6392,262,330
9440C6,4.0761721052332165,5251,262,330
6D6AD2,,311,867,330
D5181B,3.20021087698546,7210,296,290
1E2D11,3.3813201249844136,582,154,290
33E569,3.372644599282076,582,154,290
F324C6,,3521,511,330
C90A86,2.819784410964239,6401,500,290
73F143,3.3010678482507774,6689,57,45
51D579,3.6489917840679573,4028,760,255
71D79C,,4611,788,154
ED2A54,3.2650359897530152,582,296,290
1A84AE,,5780,414,255
2CCD63,,4611,866,154
D10CBE,3.565427490885074,6014,843,290
185E43,3.203487102223631,2235,63,290
31851A,,3909,1215,121
EAFF23,,4611,788,154
3E29B5,3.8462638953696358,432,511,330
3BF8CD,3.1868995674089597,4610,788,154
209F00,3.302398358716428,4725,1063,207
A250D1,3.1926539395275166,1800,788,154
D128FD,3.2930500364264956,582,154,290
2F456B,,700,1430,300
8D806B,2.8262802751069636,2632,926,290
9C9D73,3.650981222482877,6120,755,154
40DEF8,,1537,816,290
67213D,3.296916636148766,6120,755,154
CBDB17,3.7778035638199374,1731,359,17
9B8273,,5045,982,330
281654,3.492744950183198,4149,296,290
DCE5D7,,5465,681,187
F13DBD,3.8911283480621144,7504,19,291
3ECE41,3.7546183238243387,5256,1068,196
A64FD8,3.629288205978201,4466,321,159
31E589,,3066,797,330
0A2BDB,0.0038449555538953733,1321,438,154
CB55B7,4.3018760645880825,8133,687,159
0DCA68,4.527563308189219,4973,938,330
919487,3.691114077395828,6662,134,121
338A88,3.670595631621714,2032,1338,300
607FE6,3.701625834185654,4590,1617,222
1EDD6F,4.298561466747236,616,1134,330
C3CFE4,3.260935217316429,582,154,290
32B413,3.0041179009242702,6876,154,290
C3E478,,2038,134,121
ED3810,3.46031573723508,5222,637,81
AB1790,,6306,262,330
840C2D,,3640,1048,228
BBBCE7,,7955,1422,330
752407,4.200570178340936,2813,1188,22
14D09A,3.604614438238659,2719,768,154
A6E543,4.000700621692002,6813,1555,330
98388C,,2182,890,330
DE26C6,3.0952884193006245,3814,269,290
16A0E0,,6965,1399,298
0D7A4A,2.955475955656119,7586,233,56
1900A9,,116,982,330
270E4D,4.009303336907752,3835,524,290
599F06,,3471,844,330
B2AB7F,4.309006291914845,2728,1422,330
B7249B,3.8180019015168076,3691,1079,56
86177D,3.837104990533581,2829,788,154
58DDD2,,2508,650,154
0EAB7E,3.8768073735891573,5054,981,22
B5634C,4.012549610218655,5298,977,330
17FF27,3.4525700796845635,6101,355,330
F4B1ED,,7390,134,121
072CE3,3.9470206902370926,308,1422,316
D11337,3.1800009948583776,3037,558,121
E5B7AE,3.643162228477737,810,1531,290
D3A833,3.2650277487842483,7312,1147,154
3768A2,3.2045655301095213,4349,1608,28
97C3DF,,219,77,290
0334A7,3.3522945301896976,4153,1430,300
20B835,,2526,473,330
03AB1F,3.497485250472341,166,978,330
1646D5,,6052,978,330
3BCF26,,4611,788,154
F2AAEA,3.8296003236402156,582,938,290
DA9283,,6316,1177,330
478B35,3.4873244799020893,6884,894,330
8F33D7,3.4540434768069344,3703,468,325
6CF4C8,3.8323252741367413,2063,417,324
71A9B8,3.438648360046046,168,62,255
7A1F55,,169,978,330
38AB11,3.2158625265689937,2772,1284,325
98A4D8,2.9987111643077298,315,843,330
B08106,,5429,1512,154
647709,,1690,1512,154
038C19,3.4628671050001847,7597,1161,290
B00941,,7975,1134,330
EC9612,3.338875488187893,939,844,330
2AD5D6,,6145,591,273
75776D,,4611,788,154
E626F5,,3267,844,330
C6AFD8,,5007,977,330
96CE11,3.3699472488157647,8162,97,290
2024F5,,4119,773,255
D053C7,3.212501246802025,685,1294,346
2BF267,3.803851776291672,3326,443,290
537AF5,3.214959303766711,4027,1251,121
A6873A,3.7975147433237812,1099,982,330
66802F,3.031509584067776,99,1147,154
66328F,,579,153,290
1A02BE,3.753999143293545,3169,583,76
EF04B2,3.832257745551633,3945,642,290
B7F76B,2.759318157635515,195,1318,290
EA5D7B,3.614135751090463,642,938,290
399DC5,,6292,262,330
BC1474,3.3622199444720375,2682,1422,330
6F5610,3.181359114988921,539,1370,300
E36202,,4747,788,154
7CB39F,3.518660519787228,2035,1022,121
40B274,3.2687575400141857,5491,616,115
CD22B3,3.3407432678147813,4611,788,154
E490C3,,6708,650,154
734914,,1968,630,330
EFC403,3.299467960800795,582,938,290
DA9073,3.4382436482588163,1307,923,290
582747,,3536,1378,298
6B7C84,,5045,982,330
BBACFA,,4066,1422,330
94970E,4.146771790489663,5414,1096,325
9F9F4E,2.8191400552452928,5677,1167,265
10165B,3.953443393232246,6096,1030,330
60FABA,3.4021052085300134,6115,755,154
5E4DD7,3.7535955825159526,4964,1550,325
9B92D1,,4611,1,0
E9643A,3.7500769178493067,1503,262,330
B4883D,3.5108571060611693,7447,1,0
0D1D01,3.9540700313915074,6246,614,115
34AAE3,,7314,1079,56
155B5B,3.287299978940466,2988,703,330
DE3CA3,4.065263146872962,749,262,330
BDC898,3.400158767889927,7759,392,330
5A64EB,,4118,19,256
F672A9,,1635,349,255
5D5912,2.946658917837546,1777,1216,330
CEEB7B,,416,788,154
4F3CB3,,2772,1284,325
0D8476,3.0990971312246693,255,772,255
178252,3.9898155866977247,4172,938,325
C8F9C9,,7593,1060,121
0118B0,3.428778020277235,4212,62,255
735FE0,3.739676227592557,508,938,290
8BA12F,,5250,890,330
413279,2.9776382896835623,7504,1493,290
841316,,3402,172,121
CC09CA,,4197,262,330
5F98D9,3.209937656655693,4656,626,330
936DAA,3.634705632088256,2303,938,255
AD9CB0,3.720289846174564,4611,788,154
D0C16A,,4118,772,255
7C2129,,1962,350,330
8962E4,3.8954131875187348,8051,439,325
1A11F5,,5553,473,330
FB88AF,3.0595590842376614,4936,473,330
17E5FF,3.4532279068556284,7610,248,17
CC9FAC,,459,1422,330
095C91,3.5758050481079016,2960,0,157
582C88,3.39661257850298,810,1512,290
75C248,,1901,588,121
E4B884,3.1860581645034856,4879,78,290
9A7BA2,2.9016266578099703,6612,1134,330
C29DA9,,279,1003,222
C91DAC,,4611,788,154
D45DC6,3.92161428808285,110,1346,22
FAAD6C,3.728851994146699,7399,439,325
42B4F9,,4851,1070,23
5EA404,4.077446544867876,7580,1441,154
D197AF,3.0702173635471364,6048,1227,45
FAABDB,3.444416074113213,4300,938,290
2D3C00,,4673,438,154
260A23,,180,233,56
0A5750,2.9082527584387865,6306,262,330
C55E6F,4.037093651727988,5501,233,56
25B68F,3.7306769049031088,3636,1056,56
B4AF43,,1451,1171,56
B454ED,3.1381546076801525,3632,1072,330
ED2C4E,2.636098718374136,169,978,330
391A1B,4.15212549207141,180,233,56
A05858,3.756817551588392,6686,439,325
44D902,3.0383216950720797,2071,1022,121
3D6A3E,2.78380665580664,4506,1389,145
1070AD,2.795301652977938,6992,70,115
FD3922,4.0700088426429915,4172,439,325
72E38F,3.2704718003257573,1731,359,17
9B7548,3.211886421111546,7591,938,23
DB65BA,4.039657755417161,4354,743,325
3F081F,3.4632558818590455,2897,1373,23
EA2C5B,3.582674070117661,2663,788,154
0F1F43,,3786,1022,121
3A27F4,,4610,650,154
984E62,,1600,890,330
2C6A18,,4308,788,154
B005F1,,5202,34,154
D740CD,3.365671344388991,6744,1343,290
C69487,,4633,1598,330
45F28C,4.155889421310804,3449,938,316
9CFE3E,3.37594773397517,3037,558,121
8E0468,,4909,938,138
D65E73,4.1249558502908465,4119,938,255
1B9010,3.1004859787540577,5074,1101,115
69ADE0,,3504,511,330
0D89AE,3.151457333989328,7602,218,255
E16C62,,6120,755,154
E32C90,4.180035722303103,2920,1348,330
BA2D5C,,7307,1188,22
D16B28,3.376349418915651,4611,788,154
27080E,3.0351352568781174,4550,981,22
6C8C0C,3.3333671403826983,4001,788,154
41E4E7,,7586,233,56
5BFB0C,2.764920054069889,552,843,330
4E16B7,,6554,788,154
555146,3.2647701376659364,3831,768,154
2E200E,3.4624563587888018,6126,1265,17
F11210,,4380,788,154
C945AA,3.557949395112328,6120,1,0
5D38C2,,4144,938,281
EAFE99,,6043,438,154
2310A4,,4611,788,154
7235F0,3.759068482391443,1676,1072,330
7B493E,,6325,262,330
961856,3.219720000590337,2718,938,300
42298F,,6115,755,154
358AA0,3.320591592415907,6434,768,154
D04DB9,,2511,1125,154
1EDC55,3.5278940404094015,2450,1441,154
22081C,3.848039846691553,5491,938,115
C35B3A,3.7781958908153745,958,1521,22
7757A1,,7312,1147,154
AABAD7,3.4818202517997494,432,511,330
6C015A,,7118,1555,330
509859,3.157079710290668,508,131,290
8DA720,,7624,172,121
97B02E,3.644594967714304,5940,438,154
0013A8,3.747427978506871,1263,278,17
B87D8C,3.174325190934024,1398,467,154
CBB5D3,,5585,838,154
E28F4C,3.7009151868227876,7724,938,228
E46B84,3.5296778135753883,2720,768,154
028598,,3331,1422,330
065011,3.4971009578972487,1098,248,17
FA04B6,3.004592525738663,364,1441,154
7C56C3,2.6346359517875797,2741,1134,330
97C94F,3.369227374346536,582,102,290
9E177B,,6751,825,330
BD0840,3.340603845719678,3017,938,151
9126EC,,2372,51,330
FEE818,3.2050008349392223,469,34,154
0C3A14,3.335469665504779,4433,981,22
279358,,3567,894,330
09777A,3.2877636567599793,2801,439,325
E1CFBD,3.011091941919451,6965,51,298
6C1E1F,3.650265580148783,582,299,290
760B74,3.6917046596026983,582,296,290
1A7D45,2.9401926024413405,6116,959,265
ADC5AF,4.170146516601315,7866,262,330
D6F9BB,,6884,894,330
96AF74,4.1504364800496045,5858,473,330
3E5525,3.678675269892164,6392,262,330
670C67,3.134814449819774,4520,1521,22
C99748,2.977315530903766,582,154,290
70513C,3.4782582102523856,6380,262,330
142D1B,,6334,262,330
3E7E8B,3.7826036037984125,2420,134,121
EDB7AE,3.231144913913169,4066,1422,330
B678E6,3.536340475599943,6051,262,330
599C07,3.238285239544694,939,844,330
980D67,,7586,233,56
39D6B7,,187,1529,330
E14C98,3.147158210967814,6562,172,290
BAECC8,,2923,350,330
54AB08,2.9375259735173853,3861,938,243
9BE96B,,1966,397,0
5B8BDD,3.4472238186495585,4269,1221,115
7A5810,3.5881620045242624,4729,908,327
329E06,3.4114755568661312,5395,1093,290
98F0BD,3.305130408553405,1098,938,17
FFB7FD,3.169897125740515,2435,27,290
D77DEB,3.0431033929812017,4300,816,290
DA8D64,3.0191251994999995,6278,1256,23
1AA2FF,,1748,1422,330
043633,3.80100003818748,498,1215,121
553776,,2909,843,330
9A0045,3.693767802947748,4118,938,255
076B65,,4729,1250,328
17DB1C,3.0423984949844884,1029,1188,22
905DAF,,1171,1273,154
26502E,,2786,262,330
CE7580,3.4707907799438225,4131,104,330
716DB7,,819,1383,325
606675,,1227,903,154
E1FFA4,3.384916308669152,2732,1215,121
63CF19,3.58534221459954,4891,1022,121
71717A,3.7909705848265207,582,295,290
27327C,3.7633603193639766,1263,278,17
7C6990,,2960,1365,290
76B224,,5779,1087,330
91EF62,,5657,938,154
2F7B1F,3.54117051198671,7389,1454,17
F42836,3.0833856351704445,6562,1299,290
02BCBA,3.4856153637279257,2002,402,196
CCDE7A,3.3956142254041226,8162,938,290
7629F0,3.556217306015641,59,28,290
3541BC,3.9010386713986756,1172,1655,258
8670FF,3.5209651297682947,6332,514,290
D038AE,3.0889938428930894,4885,399,196
A081B0,2.9948532118980618,375,1529,330
D6AAA4,2.7029718003853658,3327,524,104
89701C,3.8977233845756527,1340,938,17
192D58,3.333573741281201,4087,938,249
E65F5E,2.9015909525143,5123,1529,330
9DF52C,3.147647646113921,6562,1299,290
74475E,,2126,844,330
3672A3,3.37639848646953,517,248,17
BBA2EE,,1193,938,72
F6F8AC,2.9452052664113157,6560,788,154
0C1B2C,3.2196810695010676,1543,957,290
056DA0,3.189096184944797,582,296,290
7DEABF,3.352455320476127,6740,1158,254
02BCA7,3.4897297669746665,7212,626,330
6908B8,2.898312652663332,6560,788,154
3077A6,3.2867160945571334,3823,248,17
AEEA83,,4611,1,0
889E3C,3.445550557939552,6313,738,352
EAECD3,,1433,677,69
F9633A,,6115,755,154
C952F4,3.596949061822328,5211,1294,338
996476,,5198,355,330
A155CD,,1078,19,87
D311AF,3.002801978498371,5315,1502,254
54650A,3.061970883911681,4159,51,254
7064C6,3.417897469749411,5415,262,330
301253,3.136993644601081,3463,938,346
0D5642,3.736776828329909,4172,439,56
167C96,3.2334716375406938,4300,816,290
F71782,3.3692441810253997,2808,990,121
23D583,3.6666117961826807,2070,1022,121
01E0AD,3.2270669286932727,941,1022,121
83BD5B,3.4663149591506426,6411,1271,45
D4E18D,3.8920630508114704,987,402,45
EFAB5F,3.797551742325351,4243,1430,300
0C26FA,3.3656423324219507,6399,1204,68
851741,2.8957712372475903,4564,1079,56
C5E6FB,3.3943424910805104,6115,1239,154
762C06,,2454,844,330
6DDD24,,7139,473,330
B5E0FF,,4611,650,154
E8733D,3.541781949337503,1862,384,17
C5F6FA,,6302,1495,154
62ED9F,3.9299577831280557,7376,1177,330
72DD30,,5444,1318,154
5A34EE,,4380,788,154
5E64DF,3.31678288551857,4611,788,154
9DB5A9,3.1342595181948942,2559,844,330
BCBD86,3.388534174128782,1847,1120,45
C299CD,3.436268291080757,4895,172,121
1FB494,,3037,558,121
5B7B05,,7586,233,0
C57666,3.2582254515853455,6399,862,68
DC96F4,,3185,586,325
0F50F6,3.610853091691409,1377,703,330
E02AF2,,7856,262,330
2D8FFA,3.7380107347358984,5369,1079,56
82327E,3.702401306860801,219,77,290
6B3E61,3.503817640513442,7591,938,23
5BD0FF,,79,1284,325
1D3F66,4.335961524556607,5231,982,330
383098,3.2515335970449395,3816,383,290
85FCE4,,6115,755,154
42D489,,8101,1304,69
660F39,3.7686001542046097,3368,439,325
4D0584,,4143,938,281
9F3406,3.281806879301438,4118,938,255
B6E3F2,3.7563312244326954,896,206,72
360667,,1098,276,17
D15D65,,4611,866,154
FEB19A,3.0824300929236683,1668,350,330
22B068,3.1787364373004903,6115,613,169
6F2BE4,,6919,355,330
16F1CA,,6199,1363,45
962862,3.6104128798784587,907,1451,154
36BAF1,,1629,487,154
AFF1FA,3.88840138109198,1098,248,17
AC5E40,3.0375522006386957,5051,626,330
E92B60,2.9486895151274,5480,262,330
9680FD,3.2406402041144906,1808,1178,154
E8E934,,1030,439,325
FA2565,3.031035608434077,6115,755,154
5DA82E,3.220775590002585,4611,788,154
1F4D0E,,1098,938,17
62ABD3,,1962,350,330
13BD67,,6115,755,154
40CF59,,151,381,154
D71BBE,,114,1030,330
C3B871,,5338,473,330
6DBC56,,990,938,280
AD4F24,3.2148279452434783,7504,353,290
C3CCC5,,6115,755,154
51290C,3.7680590646811707,1616,1147,154
D08B9F,3.331540633822316,8097,172,121
613E94,,2720,768,154
0464E1,3.5007682884558364,5491,615,115
E96BAE,3.1111630886870083,4544,1072,330
2342BC,2.9991458815190573,7613,1497,68
71611D,,4056,1022,121
04F5EF,,7591,1585,23
60B429,,6634,1320,154
CA96DE,3.452626035727587,7312,1147,154
BF0923,3.3990097340372385,5491,614,115
E01C90,,4673,900,154
76E25D,3.808920115336055,5779,1087,330
16BF05,,4611,788,154
B2F720,,5302,990,121
0A8875,3.435459303288195,1335,788,154
3F2B39,3.1666540840986,2809,521,45
194E08,,7312,1147,154
0085B7,,4673,938,154
BDF575,,6115,755,154
647E9B,3.3651247668502817,4611,788,154
9C58CC,3.8062684579206194,7406,1,154
E507CA,,5779,1087,330
3CC6D9,,7207,1466,154
43C367,,6120,650,154
D2DF94,2.8357121874703526,8186,938,300
CDD8A9,,2055,1278,121
415349,3.4389122850707396,6115,755,154
817B2B,3.1598391497733624,6115,755,154
47F20B,,7652,1182,154
DD2AED,3.2155975139052044,6115,755,154
4D0EF5,,6336,788,154
7A39F3,3.3987992696880585,2748,108,290
3988DA,,155,1087,330
852320,3.4166262699505676,5812,1441,154
C41D47,3.6037905601167295,582,154,290
381942,3.3881239324858825,4740,1187,56
0BC2A8,,4578,464,196
12A52F,3.2921301785966635,5407,108,290
747844,3.1761115545637066,683,1044,325
77F9F6,3.1849420067880168,1191,57,56
1D9C9E,,7526,233,56
F0695A,,4946,976,330
41C196,,5913,1,0
773186,,5251,262,330
9BC47A,3.3608494469157533,582,154,290
9DC5B9,,3152,19,113
382A7C,3.956117896635781,7804,982,330
1532B8,3.9871535783886323,284,51,330
80D9B8,,284,51,330
59A616,,2450,1441,154
9C008E,,5812,1441,154
2714EC,,2719,650,154
CA4BB9,3.0909293909305458,5082,1161,290
6FFCD9,,5340,262,330
0FD265,,6785,867,330
8129F0,,1458,1079,56
EE74A7,,7067,233,56
842E46,3.794265157077711,683,1044,325
641132,3.5638042481462335,5231,982,330
BA0C88,2.9572645991873037,1233,119,22
7DE28C,2.943449800626611,3218,872,325
B9E74D,3.7458039934025935,755,189,121
622F34,3.9550807148842066,8168,938,222
873464,2.8884799945602677,2971,439,325
30E2E4,,1032,487,325
B9E81C,2.554195374734632,8114,981,22
53588D,3.148585692311678,1966,439,325
E01941,3.4152188488842223,3967,1509,300
009DD4,,987,402,45
2F867E,,4772,229,115
F164C4,3.8273192480285245,4354,976,330
4BA31E,2.8982920337229365,494,938,265
27B22B,4.651651500950711,3607,1521,22
C51ED4,3.0475897860716725,390,350,330
461645,3.401455421662642,4123,355,330
04F50E,,1029,1188,22
42FF0A,,6120,755,154
67DCB3,3.5597963093303964,4300,938,290
338B05,,5825,502,284
39D6D6,3.473282632198122,5064,1550,325
7C2E57,,6120,1,0
B46A66,2.885678485995893,4787,938,267
F869E4,3.7524326813561664,4561,870,325
054B97,2.641750484711947,169,978,330
AAA806,2.8799790206827396,6088,982,330
716E7B,,1272,1550,325
127CA1,2.9485470427844613,1030,355,330
D342B5,,7179,851,117
8C3319,,3647,378,325
5D1420,3.0485987446424234,6557,938,255
0B5BDD,,666,439,325
FB7A46,3.337856269965526,4172,439,325
3FF239,3.133794623252748,4947,1421,330
E4B990,2.555227137703558,1530,273,228
AA0D39,3.57319669084336,8016,836,56
544BDE,3.3615370286600976,5138,977,330
A639A6,,4640,890,330
47E69E,,1601,867,330
859EED,,2946,867,330
C5BF9B,3.4575175618509117,6965,938,298
B2B440,3.9040680156689773,4740,1187,56
6B92E9,3.788554800070159,7312,1147,154
C43F9A,,7074,1284,325
58A956,,2930,1022,121
0DEE74,,1801,788,154
95C242,,4337,844,330
45ED27,3.042876538474729,819,49,330
26DF1E,3.567265275668472,4118,772,255
A7FDEC,,7185,938,151
6CB0A2,,819,49,330
D88BEA,3.760800703405795,3856,982,330
3178E0,,6542,838,154
82DEEE,3.605513613390175,7525,262,330
A6EC4F,3.3051479029150728,7109,1398,45
54B855,3.323831757648247,168,459,255
556C02,3.308403753975678,277,776,37
319F50,3.680511139498822,1530,273,228
C9834F,3.0779930155429964,4150,52,290
1E3DA2,,3458,893,330
8FAFDA,,939,844,330
0C3B2F,3.3691801038702622,7017,134,121
130F43,,4600,1079,56
06ABDD,,4646,938,35
073F10,,2211,1002,222
4B3E59,3.16832573282867,7483,621,330
C0C769,3.7926389980982016,4047,1521,22
940A23,2.709381932154051,794,938,290
83F1B3,,4852,172,121
9EFB32,,939,844,330
BCA668,3.1657023840514813,7759,1459,100
16DEC4,3.3539469362009764,4119,772,255
B07AE1,2.829339405233468,7757,1079,56
E2DB09,,6630,233,56
3E18AC,,7205,1422,330
09B9A7,,7067,1,0
C18AEC,,266,1479,222
76ECBA,,5876,1187,56
EA92B4,,4520,1521,22
268BBF,3.1029749968213043,913,1022,121
F37548,,3343,1422,330
3AE746,,169,978,330
38B69F,4.025735881212484,6380,262,330
099A99,3.164510236185831,5780,938,255
3ADB2A,,5751,1079,56
2324DD,4.081404392616664,1175,1188,22
B14E2A,,4118,772,255
F6A15E,,4410,511,120
0B73C3,3.8057118799335856,4662,905,330
EE09FB,,598,158,255
FC51B9,3.302158183967042,5529,1183,115
2AB637,3.85608849838427,6405,392,93
EAA227,3.3408418534190303,704,886,45
6584D5,3.1320673505374748,6015,51,45
E9E6FB,3.404895188616874,425,262,330
2C5ABC,3.499304934314111,5780,1163,255
836877,,657,1134,330
AA1A75,,3134,262,330
FB9FA2,,685,1294,346
199B3C,3.3570616744326736,4835,1187,56
69A1BE,3.6776378025667205,6508,1555,330
7928CD,3.159401861786045,1072,938,37
7D023A,,2720,768,154
26E11D,,6048,1227,45
6E0C16,3.448261710892125,175,816,290
3C9D5D,3.1265435319691823,7372,1402,235
3AF663,2.405441241727622,4282,1187,56
BC0F05,,7456,703,330
43D3D6,,4834,1348,330
05B940,3.678945237067168,5388,1079,56
55B11A,3.5252416331340477,4322,588,121
3DC162,,1191,57,56
309DE4,3.2579250769617047,6776,439,325
4830A5,3.010443616915599,5505,438,154
CBF0AA,,345,262,330
4E87E9,3.009235193519761,7522,1498,290
3E2727,3.7224989411098095,2736,1531,290
814EE4,,339,1030,330
96C769,3.8895087182046857,2718,507,300
87C4FC,,2084,1092,228
CA029A,2.5691796454784424,425,262,330
756460,3.1981257061349924,3016,1215,121
FAD6BB,,6661,938,279
B03203,,8117,1305,69
798FFC,2.704762596976388,6220,262,330
482A68,,4768,262,330
2FB50F,2.891827814398902,5677,1167,265
1F2394,3.0419982105379084,4787,913,267
9D8F06,,4725,995,196
976D17,3.382360822337307,1847,1119,45
626EB5,3.257244913793655,7759,392,0
F68EAE,3.1626301123547207,2906,350,330
5DB234,3.2987813708169904,4366,1591,251
CA5C5A,,1844,1147,154
BAE815,,4172,439,0
49F07F,3.3933187894943098,3502,838,154
0B72B4,3.547340604744849,2929,797,330
EFC6EB,3.6960401356464074,110,1346,22
3AB611,3.55888448751345,6661,1327,279
CCBD93,3.4324866398975438,4172,439,325
E228E3,3.5735211836342833,2341,926,290
C99F46,,1712,938,86
2605B0,,5404,688,330
F8414D,3.658398164774399,1879,1422,330
05DEEB,,5388,1,0
186654,3.2594149984987064,987,402,45
8E8190,,5674,973,56
751E6A,3.2034130398238783,6580,1307,69
AD013B,,5388,1079,56
64D7A3,2.559682537178975,169,978,330
B8A227,,1500,621,330
60BC3A,,3306,1422,330
A13D38,,3127,439,325
37FD65,3.3800354724184567,7109,1398,45
CAA75E,,2195,879,325
54F398,3.3980039271726246,4748,1284,325
CBAC64,3.808678794743436,4172,439,325
B3E3B3,,6120,755,154
CF2BA6,,5903,1461,23
93BE06,,5145,844,330
ED6294,3.4034382531412035,7314,1079,56
0916F4,,1117,484,224
3E3A9A,,1839,626,330
E7B0F9,3.4862439274537844,4679,890,330
6AAA17,,7453,938,298
E2DD58,3.5814346601391445,4300,816,290
E73791,3.6028772387093713,187,1529,330
D58EE8,,4520,1521,22
143930,3.408559741909325,1446,1348,330
9B9ED9,,2065,418,150
65DCE5,3.3551265608361835,1088,1240,265
A12E63,,4520,1521,22
90194A,,967,1079,56
B892D9,3.0399481258676926,7965,938,23
2DE453,,5032,797,330
DE5FC2,3.442204231228305,4300,816,290
E56169,,4520,1521,22
756201,3.460383791855995,4118,938,255
21B595,3.7429266532643775,2718,938,300
60F43A,,6762,982,330
E304C2,3.2662755959049488,7504,1493,290
19ACFB,3.854173275558426,3837,1555,330
42D481,3.6396181391529083,969,473,330
A00656,3.644570235939031,2761,515,290
A20C56,,5779,1087,330
DAAE55,4.213677984189832,7427,1521,22
9D5E07,,6120,755,154
F9ED63,,459,1422,330
E1390B,,749,262,330
D4F6C3,3.462114844988391,1685,938,68
778E32,4.104322583814889,704,886,50
92B48F,3.7493278076014738,3430,1422,330
0FC8EC,,8159,1072,330
90D1FC,3.347625051912645,4457,1187,56
C174A6,3.59472136481132,6298,262,330
80D30F,,6430,890,330
26B008,3.556552365440651,4715,248,17
F9076B,,5779,1087,330
54C45D,3.4370380807001903,1685,938,68
4C1CAF,3.4021135787729135,0,1,0
867B5F,2.9004393989034374,5317,1555,330
EAB8E0,,1392,894,330
F3118C,3.266727660217338,7391,108,290
3531EA,3.383036086237434,7314,1079,56
3A25EA,,4386,867,330
487AE7,,4725,1063,196
DD4A9A,,940,1555,330
25B424,,6374,262,330
52397E,,3253,867,330
C5BB26,,3002,1006,222
844BCB,3.035176353742934,390,350,330
7EEF69,3.939600790883766,5949,1134,330
7F6478,,6329,262,330
6EC47C,,4449,301,154
EEE70B,,1431,102,330
98067E,,6578,1072,330
FF4F94,3.5849556476900872,3755,938,138
E6B6E0,3.0832117151663057,4172,439,325
A71B14,3.808589975126412,7504,353,290
08C771,3.0073626657138357,576,966,69
BD9A1D,,1209,439,325
19465A,3.45129773142636,7922,1629,300
769BBF,3.145261151397308,552,843,330
295ECB,3.4047949581946737,5305,778,290
CDEE7F,2.7912490970008936,3936,473,330
E4950E,3.500621008918762,1500,621,330
E00167,,2260,355,330
F03EDC,3.181772334542742,4240,1215,121
A245F1,2.906730352541293,4520,473,330
FBD453,3.9942645067568465,456,350,330
0AE474,,4197,262,330
4407FD,,3413,262,330
B45BC4,,4611,883,154
A07C81,,6706,1555,330
256144,3.1455032592223855,7522,1130,290
7E5BA9,2.811422755804449,5303,154,290
E3DFA2,3.0009684231519502,1915,1555,330
